Organisation,KvK number,clean_name
DMT Modular Constructions B.V.,76956415.0,dmt modular constructions
DNA.inc B.V.,87066491.0,dnainc
dnata B.V.,34025985.0,dnata
dNM Interim B.V.,53838866.0,dnm interim
DNP Imagingcomm Europe B.V.,34305107.0,dnp imagingcomm
DNV Business Assurance B.V.,24273935.0,dnv business assurance
DNV Netherlands B.V.,9006404.0,dnv
DNVO Consulting B.V.,17172308.0,dnvo consulting
Docflow B.V.,74293087.0,docflow
Docklab B.V.,69159785.0,docklab
DocMorris N.V.,14066093.0,docmorris
DocPlanner SubHoldings B.V.,66835364.0,docplanner subholdings
DOCS International B.V.,30161853.0,docs international
Doctolib B.V.,63858975.0,doctolib
Documentation Generation B.V.,34133016.0,documentation generation
Doedijns B.V.,34139835.0,doedijns
Döhler Holland B.V.,20033050.0,dhler holland
Dole Europe B.V.,20139966.0,dole
Dole Packaged Foods B.V.,78513499.0,dole packaged foods
Dollar Shave Club B.V.,69517525.0,dollar shave club
Domino's Pizza Netherlands B.V.,18048127.0,dominos pizza
Domino's Pizza Overseas Franchising B.V.,34270574.0,dominos pizza overseas franchising
Dong-I.T. B.V.,55184391.0,dongit
DOOR architecten B.V.,97348902.0,door architecten
Doral Hydrogen Europe B.V.,90606019.0,doral hydrogen
Dorf Ketal B.V.,20131276.0,dorf ketal
Dormac Services B.V.,37097816.0,dormac services
Dornan Engineering Limited,60572663.0,dornan engineering limited
Dosign Engineering B.V.,24157016.0,dosign engineering
Dosign International B.V.,63718219.0,dosign international
DOT Robot B.V.,70144583.0,dot robot
DoubleDividend Management B.V.,30199843.0,doubledividend management
Doublepress Products B.V.,5038676.0,doublepress products
Dow Benelux B.V.,24104547.0,dow benelux
Dow Europe Holding B.V.,21018156.0,dow
Downstream Amsterdam B.V.,56480296.0,downstream amsterdam
Dozon B.V.,9058380.0,dozon
DP World Inland B.V.,24171394.0,dp world inland
DP World Logistics Netherlands B.V.,8020381.0,dp world logistics
DP6 architectuurstudio B.V.,50592947.0,dp6 architectuurstudio
DPA Engineering,51255006.0,dpa engineering
DPA Legal B.V.,32118148.0,dpa legal
dpdk,27243574.0,dpdk
DPG Media B.V.,34172906.0,dpg media
DPI Animation House B.V.,27171527.0,dpi animation house
DPO Consultancy B.V.,69197059.0,dpo consultancy
DPP B.V.,51994305.0,dpp
DPR Construction B.V.,70522995.0,dpr construction
DPS Engineering (Netherlands) B.V.,28078815.0,dps engineering
DQ&A Nederland B.V.,27293855.0,dqa
Dr Martens Airwair Netherlands B.V.,60235616.0,dr martens airwair
Dr. Lange Nederland B.V.,11021301.0,dr lange
Dr. Oetker Nederland B.V.,30125535.0,dr oetker
Dr. Reddy's Netherlands B.V.,28075073.0,dr reddys
Draka Comteq Fibre B.V.,17129697.0,draka comteq fibre
Drake & Farrell B.V.,53478509.0,drake farrell
DRB Group B.V.,89757602.0,drb
DRCT Containers B.V.,83016686.0,drct containers
Dream Broker B.V.,68154941.0,dream broker
Dream Chip Technologies B.V.,74318535.0,dream chip technologies
Dredge Yard B.V.,53338103.0,dredge yard
Dredging and Contracting Rotterdam B.V.,34062952.0,dredging and contracting rotterdam
Drees & Sommer Netherlands B.V.,34107839.0,drees sommer
Drie Sterren Infra B.V.,70041342.0,drie sterren infra
Drieam B.V.,74263544.0,drieam
Driessen Catering Equipment B.V.,37041368.0,driessen catering equipment
Driessen Overheid B.V.,17106428.0,driessen overheid
Drietech & Verhoef Ingenieursbureau B.V.,76340988.0,drietech verhoef ingenieursbureau
DRIFT,60395575.0,drift
Drillster B.V.,34245954.0,drillster
Driscoll's of Europe B.V.,20124631.0,driscolls of
DRN B.V.,50791125.0,drn
DROM,68637586.0,drom
DroneShield B.V.,97860557.0,droneshield
Drukkerij C.V.,89239040.0,drukkerij cv
Drukwerkdeal.nl B.V.,8119373.0,drukwerkdealnl
DRW Europe Derivatives B.V.,72007443.0,drw derivatives
DS landschapsarchitecten,34303902.0,ds landschapsarchitecten
DS People B.V.,63134462.0,ds people
DS Smith Packaging Nederland Locatie Eerbeek,8046917.0,ds smith packaging locatie eerbeek
DSG diensten B.V.,30232830.0,dsg diensten
DSM NL Services B.V.,14028072.0,dsm nl services
DSM Twilmij B.V.,8095054.0,dsm twilmij
DSPA B.V.,62109413.0,dspa
DSV Air & Sea Nederland B.V.,34065452.0,dsv air sea
DSV Contract Logistics B.V.,20147137.0,dsv contract logistics
DSV Road Holding N.V.,12018468.0,dsv road
DTEK ENERGY B.V.,34334895.0,dtek energy
DTEK GRIDS B.V.,73362417.0,dtek grids
DTEK GROUP B.V.,59950293.0,dtek
DTEK OIL&GAS B.V.,34284942.0,dtek oilgas
DTEK RENEWABLES FINANCE B.V.,34389118.0,dtek renewables finance
DTEK RENEWABLES INTERNATIONAL B.V.,82760977.0,dtek renewables international
DTEK RENEWABLES UKRAINE B.V.,58729011.0,dtek renewables ukraine
DTN International B.V.,91705975.0,dtn international
DTN Netherlands B.V.,11026920.0,dtn
dtnext B.V.,78015413.0,dtnext
DTS B.V.,66726824.0,dts
DTS Expat B.V.,61019208.0,dts expat
DTT Gaming B.V.,77768043.0,dtt gaming
DTT Multimedia B.V.,65717058.0,dtt multimedia
DTX B.V.,54936578.0,dtx
Dual Inventive Holding B.V.,18086917.0,dual inventive
DUCARES B.V.,30230493.0,ducares
DuckDuckGoose B.V.,80296297.0,duckduckgoose
Ducor Petrochemicals B.V.,24275879.0,ducor petrochemicals
Dufry Business Services B.V.,70831084.0,dufry business services
Dufry Financial Services B.V,60704993.0,dufry financial services
Duiker Combustion Engineers B.V.,27220515.0,duiker combustion engineers
Duin Consult HRM VOF,56990723.0,duin consult hrm vof
Dumela B.V.,70581630.0,dumela
Dümmen Orange The Netherlands B.V.,24170071.0,dmmen orange
Dun & Bradstreet B.V.,24047019.0,dun bradstreet
Dunea N.V.,27122974.0,dunea
Dunlop International Europe Limited,23060941.0,dunlop international limited
Dunlop Protective Footwear B.V.,38018377.0,dunlop protective footwear
DUPI Underwriting Agencies Amsterdam B.V.,30136556.0,dupi underwriting agencies amsterdam
DUPI Underwriting Agencies B.V.,24494411.0,dupi underwriting agencies
Dura Vermeer Infra Landelijke Projecten B.V.,34084789.0,dura vermeer infra landelijke projecten
Dura Vermeer Infra Regionale Projecten B.V.,34196257.0,dura vermeer infra regionale projecten
Duracell Netherlands B.V.,63089726.0,duracell
Durapower Technology Group B.V.,73778036.0,durapower technology
Dürüm Company NL B.V.,34363924.0,drm company nl
Dustin Netherlands B.V.,9078252.0,dustin
Dutch Accounting House,17163160.0,dutch accounting house
Dutch Analytics B.V.,66849381.0,dutch analytics
Dutch Boosting Group B.V.,9216835.0,dutch boosting
Dutch Coding Company B.V.,69760500.0,dutch coding company
Dutch Diagnostics B.V.,8058321.0,dutch diagnostics
Dutch Drone Gods B.V.,89513029.0,dutch drone gods
Dutch Medical Food B.V.,78496950.0,dutch medical food
Dutch Payroll Experts B.V.,59095369.0,dutch payroll experts
Dutch Qargo B.V.,71111212.0,dutch qargo
Dutch Real Estate Company Amsterdam B.V.,86638343.0,dutch real estate company amsterdam
Dutch Recruitment Service B.V.,76705099.0,dutch recruitment service
Dutch Related Services B.V.,73996025.0,dutch related services
Dutch Rose Solutions B.V.,52202682.0,dutch rose solutions
Dutch Sino Business Promotions,65707516.0,dutch sino business promotions
DutCH2 B.V.,37123814.0,dutch2
dutchfounders.fund B.V.,73154520.0,dutchfoundersfund
Dutchina Agro Tech Incubation Center B.V.,55328938.0,dutchina agro tech incubation center
Dutchview information technology B.V.,53977599.0,dutchview information technology
Dutoit Europe B.V.,30135909.0,dutoit
Duvak Automatisering B.V.,28058665.0,duvak automatisering
Duyfken Trading Knowledge B.V.,34182969.0,duyfken trading knowledge
DVJ Insights B.V.,76249638.0,dvj insights
DWA B.V.,29029243.0,dwa
Dwarfs B.V.,66782805.0,dwarfs
Dwellworks Netherlands II B.V.,34157468.0,dwellworks ii
DX Technology Services and Investment B.V.,85006785.0,dx technology services and investment
DXC Technology,66332745.0,dxc technology
DycoTrade,57568308.0,dycotrade
Dyflex Polymers,23065185.0,dyflex polymers
Dyflexis B.V.,59584327.0,dyflexis
Dyme B.V.,71904387.0,dyme
Dymo Engineering Berlicum B.V.,17273542.0,dymo engineering berlicum
Dynamic Chiropractic B.V.,53973895.0,dynamic chiropractic
Dynamic Credit Management B.V.,62413481.0,dynamic credit management
Dynamic Credit Partners Europe B.V.,34249587.0,dynamic credit partners
Dynamic People B.V.,34259692.0,dynamic people
Dynamic Uitzendbureau B.V.,73005797.0,dynamic uitzendbureau
Dynamic Visual Technologies B.V.,87551977.0,dynamic visual technologies
Dynapps NL B.V.,87735369.0,dynapps nl
Dynata Europe B.V.,24326088.0,dynata
Dynatrace B.V.,33227492.0,dynatrace
DynaTron B.V.,62303538.0,dynatron
Dyness Europe B.V.,81521944.0,dyness
Dyno-Chiptuningfiles.com,66390990.0,dynochiptuningfilescom
Dyson B.V.,34111070.0,dyson
Dyson Technology B.V.,80177565.0,dyson technology
DZM Data Solution B.V.,27280351.0,dzm data solution
E D & F Man Holdings B.V.,24188202.0,e d f man holdings
E Green Europe B.V.,84761415.0,e green
E Ink Netherlands B.V.,84837306.0,e ink
E Ink Technology B.V.,84837632.0,e ink technology
E Zilly B.V.,30153157.0,e zilly
E&M Infra B.V.,27374401.0,em infra
E. van Wijk Forwarding Group B.V.,56536631.0,e van wijk forwarding
E.H. Group B.V.,96157682.0,eh
E.M. Rogers (Transport) B.V.,34118900.0,em rogers transport
E.M.C. B.V.,61226394.0,emc
E.O.C. Onderlinge Schepenverzekering U.A.,2000457.0,eoc onderlinge schepenverzekering ua
E2M Technologies B.V.,34264483.0,e2m technologies
E2open GmbH,76108996.0,e2open gmbh
e3 Nederland B.V.,67440207.0,e3
EAGE Holding B.V.,30122370.0,eage
Eagle Eye Networks B.V.,14082937.0,eagle eye networks
Eagle Holding Europe B.V.,14044687.0,eagle
Eagle Seven Europe B.V.,82365474.0,eagle seven
Eagle Simrax B.V.,14023536.0,eagle simrax
Eagle Vision Systems B.V.,32062776.0,eagle vision systems
EarthToday.Com B.V.,72614439.0,earthtodaycom
Ease2pay B.V.,69106460.0,ease2pay
EASEE Netherlands B.V.,77266765.0,easee
EASP Air B.V.,59966432.0,easp air
Eastar The Netherlands B.V.,61193852.0,eastar
Eastern Enterprise B.V.,27152051.0,eastern enterprise
Easthouse Electronics Technology B.V.,64595609.0,easthouse electronics technology
Eastman Chemical B.V.,27150948.0,eastman chemical
Eastman Chemical EMEA B.V.,33139782.0,eastman chemical emea
Eastman Music Europe B.V.,71271775.0,eastman music
Eastport Maritime Europe B.V.,24380550.0,eastport maritime
East-West International B.V.,37086898.0,eastwest international
East-West Trade,65711114.0,eastwest trade
Easy Controls B.V.,51517477.0,easy controls
easy2rent B.V.,52876160.0,easy2rent
EasyAds B.V.,30210912.0,easyads
Easygenerator B.V.,67709826.0,easygenerator
Easygreen Energy Solutions B.V.,76708543.0,easygreen energy solutions
Easyjet Airline Company Holland,33283357.0,easyjet airline company holland
EasyStaff Payroll Select ZZP B.V.,18087515.0,easystaff payroll select zzp
EASYVIT Pharmaceuticals B.V.,74897071.0,easyvit pharmaceuticals
easyworx flex B.V.,76626784.0,easyworx flex
Eat Well Europe B.V.,66417368.0,eat well
Eaton Industries (Netherlands) B.V.,8113175.0,eaton industries
EATRIS ERIC,59239247.0,eatris eric
eBay International Management B.V.,71993312.0,ebay international management
Ebert HERA B.V.,90348524.0,ebert hera
Ebicus B.V.,14065721.0,ebicus
Ebitwise B.V.,81485999.0,ebitwise
eBuddy B.V.,34211186.0,ebuddy
Ebury Partners Belgium SA/NV,74280511.0,ebury partners belgium sa
Ebusco B.V.,55202454.0,ebusco
Ecare Innovatie B.V.,59598247.0,ecare innovatie
ECCO EMEA B.V.,16076783.0,ecco emea
ECCO Global Business Development B.V.,61388351.0,ecco global business development
ECCO Leather B.V.,18059647.0,ecco leather
ECCO Tannery (Holland),18122635.0,ecco tannery holland
ECCT,17078777.0,ecct
ECEM European Chemical Marketing B.V.,33163887.0,ecem european chemical marketing
Echemi Europe B.V.,76108635.0,echemi
Echo Pharmaceuticals B.V.,32120554.0,echo pharmaceuticals
ECI Software Solutions B.V.,8017472.0,eci software solutions
EclecticIQ B.V.,61333999.0,eclecticiq
eClerx B.V.,77976207.0,eclerx
Eclipse BCS B.V.,63501090.0,eclipse bcs
Eclipse Holdings B.V.,88067416.0,eclipse holdings
ECMP B.V.,9155304.0,ecmp
ECMS Express (NL) B.V.,63907577.0,ecms express nl
Eco Consult,9094994.0,eco consult
Eco IL Group B.V.,54607612.0,eco il
EcoChain Technologies B.V.,53518314.0,ecochain technologies
Ecogreen Fine Chemicals B.V.,27273865.0,ecogreen fine chemicals
Ecom Clear B.V.,86981420.0,ecom clear
Ecomatters B.V.,54739640.0,ecomatters
Ecommerce Operations B.V.,66717809.0,ecommerce operations
Eco-movement B.V.,27294677.0,ecomovement
Ecompany B.V.,89537890.0,ecompany
E-Coniq B.V.,82136521.0,econiq
ECONNETIC B.V.,57185514.0,econnetic
eCONOwind B.V.,67605028.0,econowind
Econvert Water & Energy B.V.,54029929.0,econvert water energy
Ecorus Projects B.V.,61010804.0,ecorus projects
ECORYS Nederland B.V.,24316726.0,ecorys
ECR Nederland B.V.,17014719.0,ecr
ECsens B.V.,76564045.0,ecsens
ECT Delta Terminal B.V.,24328090.0,ect delta terminal
EDAG Netherlands B.V.,14076302.0,edag
EDC Retail B.V.,4086094.0,edc retail
Eddy Technologies B.V.,89767330.0,eddy technologies
Edelman Europe Holdings B.V.,34266874.0,edelman holdings
Edenspiekermann B.V.,34384935.0,edenspiekermann
EDGE NEXT Management B.V.,76716988.0,edge next management
Edge Technologies Contract B.V.,71183272.0,edge technologies contract
EdgeConneX Europe B.V.,63051370.0,edgeconnex
edilon)(sedra B.V.,34033500.0,edilonsedra
Edis B.V.,60146524.0,edis
Edmond de Rothschild REIM (Benelux) B.V.,34311097.0,edmond de rothschild reim benelux
Edufax B.V.,17074218.0,edufax
EDUNAKHO B.V.,77866282.0,edunakho
Edwards Lifesciences B.V.,30163350.0,edwards lifesciences
Eekels Technology B.V.,2309166.0,eekels technology
Eenvoud Media,59646500.0,eenvoud media
Eenvoudige Trade B.V.,89912284.0,eenvoudige trade
Eerlijke WOZ B.V.,67784968.0,eerlijke woz
Eesysoft Software International B.V.,34375588.0,eesysoft software international
EET.NU B.V.,50563319.0,eetnu
EF Corporate Education B.V.,34161319.0,ef corporate education
Ef International Language Schools B.V.,33267461.0,ef international language schools
Efeze B.V.,83405496.0,efeze
EFFECT Photonics B.V.,51514281.0,effect photonics
Effectory Holding B.V.,33232007.0,effectory
E-Flight Academy B.V.,81677022.0,eflight academy
eFlowers B.V.,71172262.0,eflowers
EFMClinic B.V.,72187476.0,efmclinic
EFT Services Holding B.V.,34107367.0,eft services
EG Retail (Netherlands) B.V.,24031986.0,eg retail
Egardia B.V.,51114003.0,egardia
Egencia Netherlands B.V.,83604243.0,egencia
Egeniq B.V.,53062086.0,egeniq
Egeria Group Services B.V.,78512867.0,egeria services
Eggerding & Co.,33123790.0,eggerding co
Egon Zehnder International B.V.,33232562.0,egon zehnder international
Egypt Solar B.V.,64352897.0,egypt solar
EH Hotel Management B.V.,34203365.0,eh hotel management
EHPC Holdings B.V.,34194009.0,ehpc holdings
Eichholtz B.V.,28060994.0,eichholtz
Eigen Energie.net B.V.,55569447.0,eigen energienet
Eijkelkamp Soil & Water B.V.,9043479.0,eijkelkamp soil water
Eiken Chemical Europe Office,52845745.0,eiken chemical office
Eimskip Nederland B.V.,24139487.0,eimskip
Einar & Partners B.V.,76325679.0,einar partners
Eindhoven,17272738.0,eindhoven
Einride Technologies Netherlands B.V.,85545295.0,einride technologies
Eisenkolb B.V.,17047866.0,eisenkolb
EIT Urban Mobility Innovation Hub West B.V.,77048199.0,eit urban mobility innovation hub west
EJR-Quartz B.V.,28081544.0,ejrquartz
Ekata Global - Netherlands B.V.,74096397.0,ekata global
ekaterra Export B.V.,81716648.0,ekaterra export
ekaterra Global Operations B.V.,81871341.0,ekaterra global operations
ekaterra Group Finance B.V.,81615353.0,ekaterra finance
ekaterra Group IP Holdings B.V.,81871228.0,ekaterra ip holdings
EKK Sales Europe B.V.,14047184.0,ekk sales
EKO Instruments Europe B.V.,27315416.0,eko instruments
Ekofine Holding & Finance N.V.,34211941.0,ekofine finance
Ekro B.V.,8033633.0,ekro
Ekster B.V.,65094573.0,ekster
El Niño B.V.,8140115.0,el nio
Elacin International B.V.,18130264.0,elacin international
Elanco Nederland B.V.,71762345.0,elanco
elasticsearch B.V.,54656230.0,elasticsearch
Elastique B.V.,59329319.0,elastique
Elation professional B.V.,50048775.0,elation professional
Elbi Trading Company B.V.,24257919.0,elbi trading company
ElBrons B.V.,60048417.0,elbrons
Elcee B.V.,23041333.0,elcee
Elchais B.V.,8010878.0,elchais
Elco B.V.,14023100.0,elco
Eldohm B.V.,8078358.0,eldohm
eldoLAB Holding B.V.,17218153.0,eldolab
Eldorado Gold C.V.,78607965.0,eldorado gold cv
Eldorado Gold Coöperatief U.A.,53699351.0,eldorado gold coperatief ua
eLEAF B.V.,9116766.0,eleaf
Electech Holding B.V.,24288161.0,electech
Electrip Global B.V.,78656230.0,electrip global
Electromagnetic Compatibility MCC B.V.,52798771.0,electromagnetic compatibility mcc
Electron Performance B.V.,88464040.0,electron performance
Electron Technologies B.V.,29034307.0,electron technologies
Electronic Arts Nederland B.V.,24276634.0,electronic arts
Electronic Commerce Solutions (ECS) International B.V.,36053333.0,electronic commerce solutions ecs international
Electronics for Imaging B.V.,30144359.0,electronics for imaging
Electude Development B.V.,14097018.0,electude development
Elekta B.V.,17097384.0,elekta
Element Logic Benelux B.V.,72019441.0,element logic benelux
Element Materials Technology Rotterdam B.V.,24170257.0,element materials technology rotterdam
Elementis Minerals B.V.,34281419.0,elementis minerals
Elements Interactive B.V.,32137279.0,elements interactive
Elements Legal N.V.,63814773.0,elements legal
Elemica International B.V.,34153533.0,elemica international
ELEO Technologies B.V.,69705623.0,eleo technologies
Eleq Steenwijk B.V.,5029362.0,eleq steenwijk
Elestor B.V.,59735937.0,elestor
Elevate B.V.,32040528.0,elevate
Elfa Elementenfabriek B.V.,33068133.0,elfa elementenfabriek
Elfsquad B.V.,64311775.0,elfsquad
Eli Lilly Nederland B.V.,30087090.0,eli lilly
Eli5 B.V.,64152022.0,eli5
Elinex Power Solutions B.V.,24263970.0,elinex power solutions
Elips Life AG,51782987.0,elips life ag
Elisa Maas B.V.,77521404.0,elisa maas
Elision B.V.,56543689.0,elision
Elite Engineers B.V.,64139980.0,elite engineers
Elixir Engineers B.V.,64246310.0,elixir engineers
ELLBRU Professionals B.V.,66955572.0,ellbru professionals
Ellens & Lentze Notariaat en Mediation B.V.,27114293.0,ellens lentze notariaat en mediation
Ellips B.V.,17064762.0,ellips
Ellipsis Earth Intelligence B.V.,75011964.0,ellipsis earth intelligence
